Country,Source,Sex,Education,Area type,Year,Value
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Urban,2017,24.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: National,2017,32.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Rural,2017,33.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Urban,2017,23.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: National,2017,33.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Rural,2017,34.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Urban,2017,22.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: National,2017,38.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Rural,2017,40.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Urban,2017,34.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2017,82.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2017,85.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2017,76.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2017,78.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2017,84
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2017,73
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: National,2017,45.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2017,41.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2017,52.6
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: National,2016,53.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Rural,2016,54.5
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Urban,2016,49.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: National,2016,46.5
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Rural,2016,47.6
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Urban,2016,37.9
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: National,2016,53.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Rural,2016,55.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Urban,2016,45.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: National,2016,53.3
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Rural,2016,53.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Urban,2016,52.9
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: National,2016,84.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Rural,2016,85.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Urban,2016,83.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: National,2016,43
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: Rural,2016,33.3
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: Urban,2016,58
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: National,2016,75
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Rural,2016,75.5
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Urban,2016,72.6
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: National,2016,69.4
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Rural,2016,69.6
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Urban,2016,67.7
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: National,2016,77.1
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Rural,2016,78
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Urban,2016,71.3
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: National,2016,72.4
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Rural,2016,72.4
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Urban,2016,72.4
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: National,2016,87
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Rural,2016,86.2
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Urban,2016,88.8
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: National,2016,43.3
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: Rural,2016,
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: Urban,2016,68.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: National,2016,35.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Rural,2016,36.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Urban,2016,30.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: National,2016,29.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Rural,2016,31.3
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Urban,2016,19.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: National,2016,32
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Rural,2016,33.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Urban,2016,22.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: National,2016,38.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Rural,2016,39.6
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Urban,2016,35.7
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: National,2016,82.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Rural,2016,84.4
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Urban,2016,78.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: National,2016,42.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: Rural,2016,35
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: Urban,2016,53
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: National,2016,53.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Rural,2016,54.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Urban,2016,49.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: National,2016,36.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Rural,2016,37.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Urban,2016,35
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: National,2016,49.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Rural,2016,50.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Urban,2016,38.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: National,2016,54
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Rural,2016,56
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Urban,2016,43
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: National,2016,53.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Rural,2016,55
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Urban,2016,46.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: National,2016,53.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Rural,2016,53.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Urban,2016,52.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2016,85.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2016,86.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2016,84.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2016,80.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2016,79.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2016,81.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: National,2016,43
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2016,33.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2016,58
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: National,2016,75
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Rural,2016,75.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Urban,2016,72.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: National,2016,57.8
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Rural,2016,58.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Urban,2016,53.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: National,2016,71.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Rural,2016,71.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Urban,2016,71.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: National,2016,77.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Rural,2016,77.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Urban,2016,73.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: National,2016,76.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Rural,2016,78.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Urban,2016,70.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: National,2016,72.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Rural,2016,72.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Urban,2016,72.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2016,87.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2016,86.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2016,89.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2016,84.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2016,83.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2016,86.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: National,2016,43.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2016,
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2016,68.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: National,2016,35.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Rural,2016,36.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Urban,2016,30.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: National,2016,28.4
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Rural,2016,28.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Urban,2016,23.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: National,2016,30.4
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Rural,2016,32.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Urban,2016,18.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: National,2016,31.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Rural,2016,33.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Urban,2016,20.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: National,2016,32.4
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Rural,2016,34
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Urban,2016,23.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: National,2016,38.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Rural,2016,39.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Urban,2016,35.7
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2016,84.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2016,85.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2016,79.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2016,76.4
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2016,77
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2016,75.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: National,2016,42.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2016,35
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2016,53
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: National,2015,53.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Rural,2015,54.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Urban,2015,48.5
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: National,2015,46.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Rural,2015,47.5
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Urban,2015,40
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: National,2015,54.6
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Rural,2015,56
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Urban,2015,45.5
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: National,2015,52.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Rural,2015,53
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Urban,2015,49.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: National,2015,84.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Rural,2015,87.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Urban,2015,77.6
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: National,2015,39.3
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: Rural,2015,38.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: Urban,2015,40.3
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: National,2015,74.6
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Rural,2015,75.6
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Urban,2015,70
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: National,2015,69.7
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Rural,2015,69.9
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Urban,2015,68.5
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: National,2015,77.5
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Rural,2015,78.5
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Urban,2015,71.3
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: National,2015,70.6
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Rural,2015,71.6
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Urban,2015,67.3
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: National,2015,85.8
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Rural,2015,88
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Urban,2015,81.6
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: National,2015,29.1
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: Rural,2015,29.2
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: Urban,2015,
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: National,2015,35.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Rural,2015,36.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Urban,2015,29.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: National,2015,29.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Rural,2015,30.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Urban,2015,20.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: National,2015,32.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Rural,2015,34.3
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Urban,2015,22.1
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: National,2015,38
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Rural,2015,39.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Urban,2015,33.6
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: National,2015,82.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Rural,2015,86.4
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Urban,2015,73.7
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: National,2015,55.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: Rural,2015,53.6
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: Urban,2015,
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: National,2015,53.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Rural,2015,54.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Urban,2015,48.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: National,2015,35.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Rural,2015,36
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Urban,2015,33.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: National,2015,50
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Rural,2015,50.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Urban,2015,41.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: National,2015,55.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Rural,2015,57.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Urban,2015,42.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: National,2015,54.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Rural,2015,55.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Urban,2015,47
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: National,2015,52.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Rural,2015,53
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Urban,2015,49.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2015,84
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2015,87.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2015,76.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2015,84.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2015,86.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2015,81.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: National,2015,39.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2015,38.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2015,40.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: National,2015,74.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Rural,2015,75.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Urban,2015,70
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: National,2015,60
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Rural,2015,59
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Urban,2015,69.8
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: National,2015,71.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Rural,2015,71.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Urban,2015,68.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: National,2015,77.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Rural,2015,78.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Urban,2015,69.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: National,2015,77.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Rural,2015,78.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Urban,2015,72.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: National,2015,70.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Rural,2015,71.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Urban,2015,67.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2015,85
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2015,88.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2015,78.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2015,88
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2015,87
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2015,89.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: National,2015,29.1
